"","gene","logFC","AveExpr","t","P.Value","adj.P.Val","seq","gene_len","blast","diamond","interpro","anno","length","b.status.final","cov.04v13","b.status","b.status.asn","b.status.kmer"
"122","g3671",2.8542739312882,-3.8058004169837,4.64654051575258,4.37930903047335e-05,0.0050083293690542,"scaffold_269",260,NA,NA,NA,"N",511711,"A",-0.171085385446641,"A","A","A"
"123","g9452",6.13500570943674,-2.83132009581892,4.64758659581748,4.40756491489649e-05,0.0050083293690542,"scaffold_1407",608,NA,NA,NA,"N",14623,"A",1.220819,"A","A","A"
"124","g11908",5.49088840293675,-3.20954999411971,4.63785075548737,4.50219991968154e-05,0.00508504495747646,"scaffold_74",449,NA,NA,NA,"N",1279699,"A",-0.154455423423892,"A","A","A"
"125","g506",5.36246577331717,-1.24530603233324,4.61349956855774,4.79681670858421e-05,0.00538536026761949,"scaffold_816",905,NA,"A0A2J7RAG5","Peptidase family M1 domain","Y",42994,"B2",0.23847646001005,"B.loose","A","A"
"126","g11905",3.53954952576447,-4.02978482746448,4.56489211984556,5.4273588646113e-05,0.00598573831485866,"scaffold_74",867,NA,NA,NA,"N",1279699,"A",-0.154455423423892,"A","A","A"
"127","g9551",2.99071711271141,-3.72377307660456,4.55371811129579,5.5883516849081e-05,0.00612725179768081,"scaffold_1388",1631,NA,NA,NA,"N",14907,"B1",0.6026681,"B.strict","B","B"
"128","g1680",3.84244564389437,-3.78428039367784,4.50620890937409,6.33262517424843e-05,0.00686302828855398,"scaffold_243",1040,"RDX_DROME","A0A1D2MAL1","BTB/POZ domain","Y",557202,"A",0.335107381579006,"A","A","A"
"129","g5794",4.71335858433387,1.0623082644019,4.4907644091464,6.60553396683004e-05,0.00711765266345382,"scaffold_255",1646,"EST6_APIME","A0A067QXD4","Carboxylesterase family","Y",531011,"A",0.047982013890276,"A","A","A"
"130","g1576",2.27132434129222,2.56127656422253,4.4873946469462,6.65100587410906e-05,0.00712569766478119,"scaffold_206",1333,NA,"J9LAU4",NA,"Y",683232,"A",-0.0506701170058202,"A","A","A"
"131","g17647",2.76472993530046,-4.28789917197524,4.36202288712845,9.23987980597259e-05,0.00973250036416742,"scaffold_1472",1013,NA,"D7EID9","Parvovirus coat protein VP1","Y",13446,"B2",0.5981776,"A","A","B"
"132","g14930",2.69673165715167,-4.56243539209331,4.34685769942981,9.61433023280307e-05,0.010039374097342,"scaffold_950",402,"CP301_DROME","B4NNE9",NA,"Y",27271,"A",-0.642358443840016,"A","A","A"
"133","g22838",3.76523984987369,5.05592940242945,4.33024442029339,0.000100452594021738,0.0102794724083432,"scaffold_318",4927,"NB5R3_BOVIN","A0A482WZB7","Predicted AAA-ATPase,Oxidoreductase NAD-binding domain,Oxidoreductase FAD-binding domain,FKBP-type peptidyl-prolyl cis-trans isomerase","Y",416567,"A",0.351653170567884,"A","A","A"
"134","g19942",5.18859873512861,0.334676109882678,4.33026606110497,0.000100881269568251,0.0102794724083432,"scaffold_236",1075,"HARB1_DANRE","J9JZE9","DDE superfamily endonuclease","Y",587163,"A",0.293994746400536,"A","A","A"
"135","g22370",3.24382192582013,-3.47144219124456,4.26203940802965,0.000120049617214674,0.012005903715273,"scaffold_30",239,NA,NA,NA,"N",1716177,"A",0.161127752013323,"A","A","A"
"136","g18651",4.43431360423337,-3.51841746844023,4.26157151841198,0.000120385615151279,0.012005903715273,"scaffold_2195",309,"PDK_DROME","A0A1S3DCA9","Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase","Y",5610,"B2",0.7826226,"B.loose","A","A"
"137","g925",2.44382088682268,0.176027853121761,4.23149441218754,0.000130020548608775,0.0128981760098726,"scaffold_1031",1231,NA,NA,NA,"N",23702,"A",-0.1648958,"A","A","A"
"138","g6646",2.31780506271298,-4.74650932268035,4.22291774359175,0.000132967538238233,0.0131210967075191,"scaffold_347",3089,NA,"J9LQI3","Viral alkaline exonuclease","Y",385342,"A",-0.174770804314982,"A","A","A"
"139","g4767",2.55477263730922,2.68000474102473,4.21916825236339,0.000134276841573766,0.0131809240977306,"scaffold_193",570,NA,NA,NA,"N",713562,"A",-0.0239223561174172,"A","A","A"
"140","g16123",4.17646976469198,-0.692219958436095,4.21037001828446,0.000137546093548768,0.013431519312218,"scaffold_484",5004,NA,NA,NA,"N",238483,"A",0.232653876296469,"A","A","A"
"141","g11336",4.89906685022614,0.179549014744814,4.19511671211532,0.000143515801437632,0.0138914347852329,"scaffold_151",294,NA,NA,NA,"N",880401,"A",-0.186194389548242,"A","A","A"
"142","g10080",3.1365334555989,0.192627411402474,4.19312002737345,0.00014373771125581,0.0138914347852329,"scaffold_130",2133,NA,NA,"Predicted AAA-ATPase","Y",951268,"A",-0.10271352240861,"A","A","A"
"143","g5087",4.53948448343935,0.953360924910426,4.18386554451538,0.000147566869935365,0.0141883653559905,"scaffold_300",378,NA,NA,NA,"N",457127,"A",0.286972977378558,"A","A","A"
"144","g23055",2.77811673710493,-4.52751188688168,4.16957287606556,0.000152843778340352,0.0144730707075922,"scaffold_82",395,NA,NA,NA,"N",1220856,"A",-0.131134994152645,"A","A","A"
"145","g21718",1.91789705171172,4.25110298697841,4.15086344129736,0.000160488248381942,0.0149701202433484,"scaffold_9",820,NA,NA,"Transactive response DNA-binding protein N-terminal domain","Y",2791333,"A",0.155028969252163,"A","A","A"
"146","g18507",2.83477565475986,-0.423935641207916,4.14226158831115,0.000164131531770737,0.0152341687582651,"scaffold_273",705,NA,NA,"Eukaryotic-type carbonic anhydrase","Y",509830,"A",0.239544714293008,"A","A","A"
"147","g2974",3.83619280462325,-1.96074979326292,4.12838124958114,0.000170273093161105,0.0157263557816629,"scaffold_366",977,NA,"J9JMV1","Lipase","Y",367849,"A",0.436084453237321,"A","A","A"
"148","g13990",4.62729242871308,-1.77273622095947,4.11980048911709,0.000174503394973921,0.0160380595704218,"scaffold_39",2181,NA,"J9LG75","DDE superfamily endonuclease","Y",1602743,"A",-0.171190286568508,"A","A","A"
"149","g490",4.81244175372793,-3.32072593406717,4.11565983663507,0.000176554821009629,0.0161474455566319,"scaffold_88",1172,NA,NA,NA,"N",1206924,"A",-0.00142167834022692,"A","A","A"
"150","g19483",2.18361080526722,2.10225751421873,4.0938107440475,0.00018621826183977,0.016866696576009,"scaffold_7",2680,NA,NA,"BTB/POZ domain,BTB And C-terminal Kelch","Y",2872801,"A",0.125011332074952,"A","A","A"
"151","g20068",5.2847166080265,-0.909589420494886,3.94771792829391,0.000274392399125438,0.0242709621077026,"scaffold_604",1188,NA,NA,NA,"N",140827,"A",0.214315971925597,"A","A","A"
"152","g2111",3.12918629551074,-3.0235395335557,3.93384517817162,0.000282167559449979,0.0248205985113896,"scaffold_122",923,NA,NA,NA,"N",982358,"A",-0.19830905633931,"A","A","A"
"153","g20446",4.10463755896435,0.609107923362063,3.93261978203686,0.000283436179818174,0.0248205985113896,"scaffold_867",363,NA,"A0A182FQG1",NA,"Y",34615,"A",0.64059466133735,"A","A","A"
"154","g11609",2.72595392412299,-0.23360649684917,3.93047021736272,0.000284624709581779,0.0248205985113896,"scaffold_289",864,NA,NA,"Fibronectin type III domain","Y",477085,"A",-0.536711310017421,"A","A","A"
"155","g16120",2.86244948478885,-4.4805323836567,3.9222803334691,0.000290728671568335,0.0251192251761968,"scaffold_484",301,NA,NA,NA,"N",238483,"A",0.232653876296469,"A","A","A"
"156","g20163",2.93911801294155,-4.13532068595296,3.89927207119562,0.00030856768617049,0.0265382364587638,"scaffold_333",277,NA,NA,NA,"N",396600,"A",0.21847289288617,"A","A","A"
"157","g12716",2.52098126264407,-1.63818403907726,3.86510392634153,0.000337045748112581,0.0287239578698308,"scaffold_316",2313,NA,"A0A3M7R5S4","Predicted AAA-ATPase","Y",419495,"A",0.251170753330075,"A","A","A"
"158","g1869",3.49769077867793,-1.78459841682282,3.84626263251252,0.000353970122749309,0.0298945307721928,"scaffold_1564",216,NA,NA,NA,"N",12057,"A",-0.3904484,"A","A","A"
"159","g2155",2.53788500577764,-4.6399526382121,3.83826890153781,0.000361219856796514,0.030370004910663,"scaffold_887",3164,NA,"J9KIL6",NA,"Y",31880,"B1",1.87492846172237,"B.strict","A","B"
"160","g20277",5.16667416898168,-2.54648119205931,3.83374589870333,0.000368440879132246,0.0308388305484396,"scaffold_119",1422,NA,"T1I516","Sugar (and other) transporter","Y",991669,"A",-0.015208061271447,"A","A","A"
"161","g9552",4.51002805529377,-2.49288660187581,3.82134585408248,0.000378623458023377,0.0314106690906208,"scaffold_1388",1646,NA,NA,NA,"N",14907,"B1",0.6026681,"B.strict","B","B"
"162","g21494",3.46415957914235,-0.843464195225605,3.80838060463614,0.00039028491914324,0.0322354711410424,"scaffold_1104",365,NA,NA,NA,"N",21032,"A",0.2794433,"A","A","A"
"163","g17186",4.89407895523099,0.813645741132535,3.80426652005469,0.000396707350598298,0.0326222198086293,"scaffold_57",393,NA,NA,NA,"N",1361687,"A",-0.000589508814948349,"A","A","A"
"164","g6295",4.78309763712434,0.528361627283263,3.79832988601795,0.000402501250593801,0.0329143037302861,"scaffold_809",429,NA,NA,NA,"N",44321,"A",0.523427006350606,"A","A","A"
"165","g3439",1.82589832327231,-0.538412913191227,3.7950571074569,0.000403770326842275,0.0329143037302861,"scaffold_10",476,NA,NA,NA,"N",2776264,"A",-0.506933298875844,"A","A","A"
"166","g22184",2.43925074662714,-1.06164575918095,3.7834288531717,0.000416038462319013,0.0337675546754076,"scaffold_11",1573,NA,"D2CG63","Predicted AAA-ATPase","Y",2599874,"A",0.00943543793899257,"A","A","A"
"167","g8084",2.20749606864888,-0.447794895871284,3.78079039923636,0.000418871589183215,0.0338509630413625,"scaffold_722",245,NA,NA,NA,"N",72024,"A",0.355884627574885,"A","A","A"
"168","g3441",4.61323178055676,-0.0939160354300413,3.7676339438971,0.000435166550865191,0.0350168998376457,"scaffold_10",1397,"FACR1_DROME","J9K7D4","Male sterility protein","Y",2776264,"A",-0.506933298875844,"A","A","A"
"169","g1884",3.83487349635634,-3.53042592108758,3.75565339003263,0.000447298149743323,0.0357831498615836,"scaffold_1222",1505,"UDB37_RAT","J9K7F3","UDP-glucoronosyl and UDP-glucosyl transferase","Y",17986,"A",-1.740737,"A","A","A"
"170","g88",3.33101427129692,-1.39737174807168,3.75430001130525,0.000448506065255328,0.0357831498615836,"scaffold_360",1055,NA,NA,NA,"N",372701,"B2",1.18624546871373,"A","A","B"
"171","g9701",2.94420629310841,-4.30619509695466,3.7277203726031,0.000480092387157452,0.0379799669485868,"scaffold_784",2215,"THAP9_HUMAN","A0A151IM28","THAP domain,Transposase protein","Y",49416,"A",-2.14253809861631,"A","A","A"
"172","g23189",2.14918848247343,2.5436336518177,3.7191810774654,0.000490698138982769,0.0386558798646552,"scaffold_508",2708,NA,"R4ZGG0",NA,"Y",217096,"A",-0.0930327064377238,"A","A","A"
"173","g23118",3.99728214645738,-1.43064128939403,3.69279919899928,0.000525887839511157,0.0412546908075091,"scaffold_222",2823,NA,NA,NA,"N",636692,"A",-0.0534969850037536,"A","A","A"
"174","g2073",2.49111568367815,-0.89770459221495,3.6809643296187,0.000541179616992233,0.0421019777551343,"scaffold_126",1114,NA,NA,"Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 8","Y",958358,"A",-0.217680768591604,"A","A","A"
"175","g2151",4.62731777753772,0.121644648227809,3.67230037601499,0.000556119234131949,0.0429081461758844,"scaffold_1820",1965,"TOLL_DROME",NA,"Leucine rich repeat,Leucine rich repeat N-terminal domain,BspA type Leucine rich repeat region (6 copies)","Y",8945,"B2",0.6225245,"B.strict","A","A"
"176","g15772",2.67524966145893,1.58323406848852,3.64835365769186,0.000588251350174712,0.0451572200505522,"scaffold_59",1191,NA,NA,NA,"N",1359663,"A",-0.669052251878264,"A","A","A"
"177","g20045",3.42320793559221,-0.75513230632663,3.64729063499795,0.000590085813237255,0.0451572200505522,"scaffold_701",602,NA,NA,NA,"N",81196,"A",-0.457227479290939,"A","A","A"
"178","g8639",3.05212585725433,-3.5416531911677,3.64346324320929,0.000595701605166836,0.0454016642084269,"scaffold_87",2221,NA,"J9KCA7",NA,"Y",1207356,"A",0.315804117044442,"A","A","A"
