"","gene","logFC","AveExpr","t","P.Value","adj.P.Val","seq","gene_len","blast","diamond","interpro","anno","length","b.status.final","cov.04v13","b.status","b.status.asn","b.status.kmer"
"965","g4069",-2.90511162582834,4.24707820981816,-5.48193417802104,5.71910378414616e-06,0.000111116556320162,"scaffold_70",357,NA,NA,"Macrophage migration inhibitory factor (MIF)","Y",1292812,"A",0.0355374230577261,"A","A","A"
"966","g13881",-2.65997368119097,1.87617525818999,-5.4750826767405,5.81937433086427e-06,0.000112881826118423,"scaffold_118",1323,"VGLU2_MOUSE","A0A2J7QA10","Major Facilitator Superfamily","Y",993109,"A",-0.041123874676727,"A","A","A"
"967","g16046",4.10120238017305,-2.18847734385698,5.47500544915258,5.82200255248358e-06,0.000112881826118423,"scaffold_225",980,NA,NA,"Fic/DOC family","Y",632046,"A",-0.350678416794077,"A","A","A"
"968","g21169",2.00850896050155,6.858148864118,5.47262986642347,5.8557024238321e-06,0.000113417938785566,"scaffold_98",796,NA,NA,"Eukaryotic-type carbonic anhydrase","Y",1127684,"A",0.24514465794487,"A","A","A"
"969","g1823",-3.31979024249375,2.64159123841408,-5.46563023720563,5.96078673133919e-06,0.000115334149046314,"scaffold_229",1745,"NRG_DROME","A0A212EQR2","Immunoglobulin I-set domain","Y",622971,"A",-0.172915424740139,"A","A","A"
"970","g18116",2.39184449279089,2.43917470493479,5.4603625332546,6.04088360589309e-06,0.00011676342961535,"scaffold_859",1761,NA,"A0A067R0R3","Immunoglobulin I-set domain,Immunoglobulin domain","Y",35811,"A",-0.74337590370983,"A","A","A"
"971","g10777",-3.15805097414205,3.38101019610905,-5.45787006161435,6.07929647001585e-06,0.000117384891365939,"scaffold_270",1635,"EST6_APIME","J9JVG0","Carboxylesterase family","Y",511095,"A",-0.121600324407828,"A","A","A"
"972","g8685",-2.37304376127374,3.68404599900358,-5.4573621134633,6.08707033619646e-06,0.000117414075857353,"scaffold_337",1249,"ESTF_MYZPE","A0A088A7H8","Carboxylesterase family","Y",394383,"A",-0.232715315696808,"A","A","A"
"973","g9906",3.0669395234819,1.41788000368063,5.45525685108769,6.11973670138618e-06,0.000117922860651891,"scaffold_80",1045,"KRUP_DROME",NA,"C2H2-type zinc finger,Zinc finger, C2H2 type","Y",1236135,"A",0.123195942354876,"A","A","A"
"974","g8956",-3.12425425730456,-0.104965067026849,-5.45367816473769,6.14432863024632e-06,0.000118275171959433,"scaffold_306",664,NA,NA,NA,"N",447553,"A",0.0279701634091651,"A","A","A"
"975","g19680",2.36630250816894,2.33936654668917,5.45254155069344,6.16202413245521e-06,0.000118494144060926,"scaffold_207",1334,"DMAD_DROME","A0A1S3D8Y5","CXXC zinc finger domain","Y",680703,"A",-0.15047467916272,"A","A","A"
"976","g13502",-3.48472149170705,0.460919329495338,-5.4423385399998,6.32403629332225e-06,0.000121484996376536,"scaffold_266",445,NA,NA,NA,"N",513539,"A",-0.0200443239330516,"A","A","A"
"977","g15352",-3.07234993304732,7.91684783811132,-5.43931335254985,6.3725851138314e-06,0.00012217603164423,"scaffold_160",1462,"CP305_DROME","A0A482XRI3","Cytochrome P450","Y",843435,"A",-0.24682644585779,"A","A","A"
"978","g9797",2.14965772973959,3.22041900245561,5.4390558056585,6.37670430026039e-06,0.00012217603164423,"scaffold_47",1273,NA,NA,NA,"N",1504070,"A",-0.0490009644108124,"A","A","A"
"979","g21257",-3.80670285331632,6.43860532676128,-5.43892785252827,6.37955810868321e-06,0.00012217603164423,"scaffold_43",1096,NA,NA,NA,"N",1553300,"A",-0.218640756987725,"A","A","A"
"980","g913",-5.83473558216946,-1.85506098676039,-5.4398272690811,6.39129549888338e-06,0.0001222759176618,"scaffold_675",2488,"YRD6_CAEEL","A0A3Q0JHJ1",NA,"Y",93493,"A",0.629282318515499,"A","A","A"
"981","g16770",-4.07608705772134,2.49392565558327,-5.43642275803427,6.42110015115657e-06,0.000122720903908292,"scaffold_201",979,NA,NA,NA,"N",691814,"A",-0.0997507091836568,"A","A","A"
"982","g19888",-3.20566865899127,-0.034160018269132,-5.43461995537223,6.44905388405717e-06,0.000123129644880028,"scaffold_653",2861,"PAIN_DROME","A0A482WJY3","Ankyrin repeat,Ankyrin repeats (3 copies),Ion transport protein","Y",106456,"A",-0.174882476273847,"A","A","A"
"983","g8807",-2.61865097056493,4.62718460872579,-5.43028737696113,6.52033351762354e-06,0.000124363919757806,"scaffold_177",1280,"GSXL9_ARATH","J9JV88","Flavin-binding monooxygenase-like","Y",798885,"A",0.255697123366173,"A","A","A"
"984","g11429",-2.39639031841388,3.82249025605593,-5.4230055616523,6.64208793330336e-06,0.000126557425469009,"scaffold_95",1534,NA,NA,NA,"N",1160631,"A",-0.312246682087905,"A","A","A"
"985","g4838",-4.26687145946128,-2.71090002301193,-5.42254677290411,6.65245308134404e-06,0.000126626236367634,"scaffold_304",238,NA,NA,NA,"N",450191,"A",-0.303096715388118,"A","A","A"
"986","g22929",2.91008032615731,7.21720733825146,5.4197287927405,6.69764814048661e-06,0.000127357205868137,"scaffold_37",3474,"AGO2_RAT","A0A482X3D4","Argonaute linker 2 domain,Argonaute linker 1 domain,N-terminal domain of argonaute,PAZ domain,Piwi domain","Y",1648890,"A",-0.516654036222865,"A","A","A"
"987","g21559",4.85565447959594,-2.16519168407385,5.41666549713859,6.75804855235209e-06,0.000128375534253343,"scaffold_171",1243,NA,NA,NA,"N",810877,"A",-0.170848751870463,"A","A","A"
"988","g10775",-2.90707142701694,4.92515993413887,-5.41158596176423,6.8377000493994e-06,0.000129757123710718,"scaffold_270",2995,"ESTE_MYZPE","A0A1W4XHU4","Carboxylesterase family","Y",511095,"A",-0.121600324407828,"A","A","A"
"989","g11232",2.20650400035188,2.79210165200971,5.41071923610283,6.85275648068056e-06,0.000129911356174196,"scaffold_4",1979,"BAB2_DROME","A0A2P8YT47","helix-turn-helix, Psq domain,BTB/POZ domain","Y",3039205,"A",-0.119725207294507,"A","A","A"
"990","g18892",-3.57146721199514,2.60192739650905,-5.40558528230982,6.94320027136307e-06,0.000131492991805845,"scaffold_425",3504,"ITA2_DROME","A0A1S4EQ52","FG-GAP repeat,Integrin alpha","Y",291072,"A",0.240348731755991,"A","A","A"
"991","g2338",-2.94698422199324,1.13287985435832,-5.40005126811618,7.04117742638834e-06,0.00013321396121832,"scaffold_474",692,"CGL2_CAEEL","A0A3S3NQX9","Cys/Met metabolism PLP-dependent enzyme","Y",244481,"A",-0.13034747911106,"A","A","A"
"992","g12803",-1.64504193304727,6.20508358669462,-5.39931863548217,7.05427455755494e-06,0.000133327211370562,"scaffold_1467",1396,"MYRO1_BREBR","A0A482XDN5","Glycosyl hydrolase family 1","Y",13505,"A",0.289956,"A","A","A"
"993","g18767",8.08217645172265,-0.801246645139713,5.40397139577639,7.13158361101919e-06,0.000134584405340266,"scaffold_114",377,NA,NA,NA,"N",1045659,"A",-0.645628229182483,"A","A","A"
"994","g11463",4.87896832008999,2.83621628912403,5.39533272564662,7.13514848302441e-06,0.000134584405340266,"scaffold_355",5223,"FAS_MOUSE","J9K3D3","Thioesterase domain,Beta-ketoacyl synthase, N-terminal domain,Polyketide synthase dehydratase,Acyl transferase domain,KR domain,Phosphopantetheine attachment site,Zinc-binding dehydrogenase","Y",377145,"A",-0.00810899852247785,"A","A","A"
"995","g5675",-3.34171389870432,0.510560603135292,-5.39434665379489,7.1442182776825e-06,0.000134620048731929,"scaffold_555",870,NA,NA,"Eukaryotic-type carbonic anhydrase","Y",186860,"A",-0.278888280960369,"A","A","A"
"996","g18497",5.91098595656393,-0.3194700127865,5.39561338722101,7.15489167479261e-06,0.000134685807239645,"scaffold_273",891,NA,NA,"Eukaryotic-type carbonic anhydrase","Y",509830,"A",0.239544714293008,"A","A","A"
"997","g5268",-2.80662190848751,4.92656539605152,-5.39140095995651,7.19775598570051e-06,0.000135356797368003,"scaffold_317",1252,"PUR6_DROME","A0A067QNC4","AIR carboxylase,SAICAR synthetase","Y",419263,"A",0.0843268257832351,"A","A","A"
"998","g12813",5.42585945712562,1.24719549698934,5.38593343121854,7.31867042159969e-06,0.000137492737208991,"scaffold_99",987,"TBA_LYTPI","A0A3Q7QWR0","Tubulin/FtsZ family, GTPase domain","Y",1127637,"A",-0.341364054041071,"A","A","A"
"999","g18491",-4.03791395802442,0.276088641096546,-5.38401624024808,7.33596506316329e-06,0.000137658344858209,"scaffold_273",843,NA,NA,"Eukaryotic-type carbonic anhydrase","Y",509830,"A",0.239544714293008,"A","A","A"
"1000","g9458",-2.78626871861809,1.90417940737605,-5.38359035173822,7.34216997483645e-06,0.000137658344858209,"scaffold_101",1371,"YM67_CAEEL","A0A195CTE8","Serine carboxypeptidase S28","Y",1110711,"A",-0.067778632365172,"A","A","A"
"1001","g3875",-4.41775960541593,-3.53382853889136,-5.37947325027317,7.42362318497058e-06,0.000138901329797627,"scaffold_31",458,NA,NA,NA,"N",1715383,"A",0.24103100294143,"A","A","A"
"1002","g5909",-3.73289271189944,-0.117923789496521,-5.37925103451064,7.42442939127358e-06,0.000138901329797627,"scaffold_139",487,NA,NA,NA,"N",925897,"A",-0.742299505669702,"A","A","A"
"1003","g20626",-2.41239690502916,4.11927912727516,-5.37887842223582,7.43069143885112e-06,0.000138901329797627,"scaffold_215",1257,NA,"A0A151JU46","Inosine-uridine preferring nucleoside hydrolase","Y",662663,"A",-0.490191500254504,"A","A","A"
"1004","g10157",-4.02674896876965,0.782501341681027,-5.37651133532913,7.47732809455939e-06,0.000139633888889337,"scaffold_128",1281,NA,NA,NA,"N",956808,"A",0.152028338377953,"A","A","A"
"1005","g18918",-4.30923873797007,0.52639957918825,-5.37440363669663,7.51915696494974e-06,0.000140166858286189,"scaffold_144",1022,"GALDH_ARATH","A0A067RUJ9","Aldo/keto reductase family","Y",906064,"A",0.211216290953165,"A","A","A"
"1006","g18747",-3.42586888879314,-0.690831164669954,-5.37415443655083,7.52082028032993e-06,0.000140166858286189,"scaffold_114",587,NA,NA,NA,"N",1045659,"A",-0.645628229182483,"A","A","A"
"1007","g5277",2.32885180196868,3.89638884555257,5.37324038888395,7.53804403488034e-06,0.000140348349165811,"scaffold_317",2198,NA,NA,NA,"N",419263,"A",0.0843268257832351,"A","A","A"
"1008","g2883",-2.39964954094703,5.81037753835144,-5.36892739776663,7.62122398846079e-06,0.000141756278332987,"scaffold_89",1563,"FAAH2_HUMAN","A0A482WYF3","Amidase","Y",1205502,"A",0.0230417379473991,"A","A","A"
"1009","g23001",-3.35915270718337,-0.716754110880661,-5.36450769296934,7.70765382951533e-06,0.000143215982807905,"scaffold_1382",952,NA,NA,NA,"N",14997,"A",0.601486,"A","A","A"
"1010","g2827",2.80674806387604,-0.044143830582501,5.36412346129709,7.71497907280301e-06,0.000143215982807905,"scaffold_451",1094,"SPOPL_HUMAN","G1SS17","BTB/POZ domain","Y",261761,"A",0.308367325886516,"A","A","A"
"1011","g3121",3.77673615094282,-0.618836877750014,5.35221082048857,7.95344808379511e-06,0.000147496734048541,"scaffold_1145",305,NA,NA,NA,"N",19693,"A",-1.612732,"A","A","A"
"1012","g8513",4.7179042239196,1.41048104226781,5.34845457596507,8.03697715898514e-06,0.000148898502721158,"scaffold_1484",1055,"MURF_BACSU","Q5GT47","Mur ligase family, catalytic domain,Mur ligase middle domain","Y",13285,"B3",-0.0699916,"B.loose","A","A"
"1013","g4987",-3.19385532898145,1.96431749904416,-5.34496515682924,8.10065551975886e-06,0.000149930099052279,"scaffold_176",1261,"LIPG_HUMAN","X1WSL9","Partial alpha/beta-hydrolase lipase region","Y",803147,"A",-0.0447752342410804,"A","A","A"
"1014","g15014",2.16694588392036,4.0582616052991,5.34364759253906,8.12775012960673e-06,0.000150283222071002,"scaffold_433",4508,"HAM_DROME","J9K4R8","Zinc finger, C2H2 type","Y",283476,"A",-0.301501113796367,"A","A","A"
"1015","g9537",-4.83150411668777,-1.4462930814477,-5.34265640938363,8.15827012248639e-06,0.000150698922686204,"scaffold_101",1733,NA,NA,NA,"N",1110711,"A",-0.067778632365172,"A","A","A"
"1016","g11147",4.63863454199913,-4.2969302773851,5.34082208417871,8.19366903514564e-06,0.00015120383931097,"scaffold_751",1109,NA,NA,NA,"N",61138,"A",0.771597309602792,"A","A","A"
"1017","g23414",5.83287620309699,-2.75937452441249,5.34100692721975,8.21984073510242e-06,0.00015153765382737,"scaffold_364",6016,NA,"A0A226F1P1","PIF1-like helicase,Helitron helicase-like domain at N-terminus","Y",369540,"A",0.49483194180424,"A","A","A"
"1018","g13938",2.84717264484477,3.04830772195085,5.33684643626824,8.26975992945108e-06,0.000152308181647621,"scaffold_553",2495,"FIG4_HUMAN","A0A482XD54","SacI homology domain","Y",188930,"A",0.356453406642106,"A","A","A"
"1019","g755",2.55711636501966,4.88989874193816,5.33456245951586,8.31798249429735e-06,0.000153045980162494,"scaffold_140",1674,"ARSB_MOUSE","A0A067QYG0","Sulfatase","Y",921203,"A",0.240311980325411,"A","A","A"
"1020","g19020",3.44148283249387,0.425755335731873,5.33127867780209,8.38819277052263e-06,0.000154186496327969,"scaffold_234",1014,"COPIA_DROME","K7J7H5",NA,"Y",603255,"A",0.234217227636831,"A","A","A"
"1021","g8820",1.9850694155853,3.92772442943745,5.32862325218165,8.44476105127095e-06,0.000155074265377355,"scaffold_2",5852,"SALM_DROVI","A0A2P8ZMP0,E0VVM9","Zinc finger, C2H2 type","Y",3312200,"A",-0.0304338332387087,"A","A","A"
"1022","g12050",-3.7866075107255,-2.7477214568688,-5.32723711852409,8.47572965358827e-06,0.000155490660738871,"scaffold_238",1331,NA,NA,NA,"N",573533,"A",-0.115865038910037,"A","A","A"
"1023","g6676",4.7448999820805,-3.35007724865091,5.32685207882109,8.4920708697662e-06,0.000155638159078442,"scaffold_179",205,NA,NA,NA,"N",784024,"A",-0.047199161958179,"A","A","A"
"1024","g19880",4.88759417945228,0.830761421950053,5.32556295038988,8.52241989287976e-06,0.000156041846261331,"scaffold_1106",1036,NA,NA,NA,"N",20852,"A",0.04001193,"A","A","A"
"1025","g9254",6.33237047639568,0.601531015601817,5.32703480138571,8.5420189457895e-06,0.000156145936938092,"scaffold_1285",427,NA,NA,NA,"N",16880,"A",-0.6298012,"A","A","A"
"1026","g7962",-2.54205116110572,1.79344467090277,-5.32400195098205,8.54476138985984e-06,0.000156145936938092,"scaffold_323",1041,NA,NA,NA,"N",409036,"A",0.0198695208540767,"A","A","A"
"1027","g20462",-3.68618396108389,-3.46484294661113,-5.31854835573059,8.66514601957529e-06,0.000158191648219101,"scaffold_1353",380,"PLXA4_HUMAN","N6T8S8","Plexin cytoplasmic RasGAP domain","Y",15514,"A",-1.574428,"A","A","A"
"1028","g6709",-3.32973923020226,2.98033118002223,-5.31625134903164,8.71540605983052e-06,0.000158954424334399,"scaffold_179",6406,"ZNFX1_MOUSE","J9KAH4","AAA domain","Y",784024,"A",-0.047199161958179,"A","A","A"
"1029","g16321",3.17758792694923,-4.35593553253392,5.3152370953127,8.73784229390266e-06,0.000159208751378407,"scaffold_77",227,NA,NA,NA,"N",1239985,"A",-0.119683691089743,"A","A","A"
"1030","g6056",4.71278483076819,-2.10380446815938,5.31448640014847,8.76345233608235e-06,0.000159520357135153,"scaffold_5",1543,"POL5_DROME","J9LCT9,J9L709","Reverse transcriptase (RNA-dependent DNA polymerase),Integrase core domain,Integrase zinc binding domain,RNase H-like domain found in reverse transcriptase","Y",2912966,"A",-0.512436122659878,"A","A","A"
"1031","g6210",4.36131785287613,-3.09865553470852,5.31188309710891,8.81740456484732e-06,0.000160346768366947,"scaffold_440",771,NA,NA,"BED zinc finger","Y",279831,"A",0.180185059522116,"A","A","A"
"1032","g13090",5.16317094462039,3.40100572316972,5.30904337459247,8.89511150841411e-06,0.000161549723435174,"scaffold_13",1998,NA,NA,NA,"N",2344678,"A",0.0805657756356739,"A","A","A"
"1033","g12755",4.92944349013171,-0.511638482946805,5.30855777072495,8.90078747178703e-06,0.000161549723435174,"scaffold_372",490,NA,NA,"Trypsin","Y",361855,"A",-0.116160019412544,"A","A","A"
"1034","g20342",5.89442684192464,2.29869330129983,5.30893091026545,8.92336072501681e-06,0.000161802795196654,"scaffold_129",1114,NA,NA,NA,"N",951482,"A",0.00530217111158369,"A","A","A"
"1035","g7046",-2.97265693331096,5.69135390695648,-5.30417345904286,8.98761449632886e-06,0.00016281041950886,"scaffold_249",4649,"UDB10_HUMAN","A0A2P8YRX1","UDP-glucoronosyl and UDP-glucosyl transferase","Y",540863,"A",-0.439827136666674,"A","A","A"
"1036","g20196",-3.81380367990485,1.99528055039961,-5.300703667995,9.06870553110182e-06,0.000164120810813348,"scaffold_71",1413,"C6A18_DROME","A0A2J7QNM4","Cytochrome P450","Y",1288280,"A",-0.243252874913154,"A","A","A"
"1037","g18197",3.76869927890712,2.86433498037129,5.29767233368349,9.13889210018625e-06,0.000165231521684081,"scaffold_78",908,NA,NA,NA,"N",1238903,"A",-0.410988861318145,"A","A","A"
"1038","g1272",-3.8070455427928,4.51246203995992,-5.29709268355402,9.15254136530937e-06,0.00016523524951126,"scaffold_413",515,NA,NA,"EF-hand domain pair","Y",304049,"A",-0.680823246056841,"A","A","A"
"1039","g7948",-2.11308079610491,4.3914763555969,-5.29685772842577,9.15672431821426e-06,0.00016523524951126,"scaffold_1132",1398,"FAS_CHICK","J9K3D3","Phosphopantetheine attachment site,KR domain,Thioesterase domain","Y",20023,"A",-0.4422668,"A","A","A"
"1040","g19644",2.32700759425948,2.40934463217799,5.29514354119488,9.19682434398772e-06,0.000165799288101371,"scaffold_248",1188,"SPOPB_XENLA","A0A139WMR0","BTB/POZ domain","Y",541745,"A",-0.293919213652844,"A","A","A"
"1041","g5311",5.60658410882164,-3.70144802357973,5.29556142957325,9.22074073792277e-06,0.000166070766662165,"scaffold_1578",1420,NA,"A0A087T137","Transposase IS4","Y",11811,"B2",0.2228978,"B.loose","A","A"
"1042","g12638",6.53899389245381,1.47238145236029,5.28701460866217,9.4747036506517e-06,0.000170481016071083,"scaffold_116",4615,"ABCA3_MOUSE,ABCA3_HUMAN","A0A2J7RIF3","ABC transporter,ABC-2 family transporter protein","Y",1023870,"A",0.0100745727642176,"A","A","A"
"1043","g1184",-5.84796393952718,-2.3827443889672,-5.28484490357715,9.48697808880945e-06,0.000170538209191839,"scaffold_435",242,NA,NA,NA,"N",282874,"A",0.129312964597811,"A","A","A"
"1044","g15956",-3.38372861043735,-1.29563757678317,-5.28258208359128,9.49647339295474e-06,0.000170545382801253,"scaffold_863",431,NA,NA,NA,"N",35256,"A",0.850154786195362,"A","A","A"
"1045","g18571",5.39878250329148,-0.456165370253559,5.28101331682045,9.56176735381134e-06,0.000171553661355606,"scaffold_312",906,NA,NA,NA,"N",428059,"A",0.372172864417268,"A","A","A"
"1046","g13526",1.68589972859745,6.89426043393146,5.27947006900159,9.57178761963055e-06,0.000171569260115156,"scaffold_266",723,NA,NA,"Stathmin family","Y",513539,"A",-0.0200443239330516,"A","A","A"
"1047","g10643",2.60800282091774,4.8570222790781,5.27117730941388,9.77638768795019e-06,0.000174653157708755,"scaffold_32",6179,"CE290_DANRE","J9KIG1",NA,"Y",1713197,"A",-0.227731956465224,"A","A","A"
"1048","g368",3.61398559507382,2.5720664442435,5.27115900362886,9.77763612283991e-06,0.000174653157708755,"scaffold_616",574,NA,NA,NA,"N",132337,"A",-0.260090318114269,"A","A","A"
"1049","g13736",1.56560282864408,9.16566112609647,5.27099782022959,9.78085814090953e-06,0.000174653157708755,"scaffold_35",1636,"TCPG_DROME","A0A2P8YVF8","TCP-1/cpn60 chaperonin family","Y",1661356,"A",0.0311480030846727,"A","A","A"
"1050","g15674",4.72027708194006,-0.172121822477771,5.27141259136669,9.78109849027644e-06,0.000174653157708755,"scaffold_674",995,NA,NA,NA,"N",95006,"A",-0.151717245499156,"A","A","A"
"1051","g5715",-2.99203095471555,2.21450172249287,-5.27037911292701,9.79637007325548e-06,0.000174655076763641,"scaffold_105",1814,"SCRT_DROME","A0A067RB62","ABC-2 type transporter,ABC transporter","Y",1084854,"A",0.180081957437321,"A","A","A"
"1052","g7375",5.28769208609368,-3.60011026829294,5.27122779055203,9.79983683158306e-06,0.000174655076763641,"scaffold_774",1181,NA,NA,"7tm Odorant receptor","Y",52062,"A",0.280669833434681,"A","A","A"
"1053","g12690",-2.44653987329984,2.90999388646498,-5.26535130656252,9.92275233209938e-06,0.000176677762084075,"scaffold_418",535,NA,NA,NA,"N",297691,"A",0.0650226041375876,"A","A","A"
"1054","g17641",-3.11230532661268,1.16921917803544,-5.26493763410557,9.93334555759943e-06,0.000176698572921662,"scaffold_448",1676,NA,NA,NA,"N",266916,"A",0.210465975496194,"A","A","A"
"1055","g22483",-2.22482302197853,6.26353802373707,-5.26322004876324,9.97684584399187e-06,0.000177304154245501,"scaffold_228",1046,"GALT_DROME","A0A2P8YE37","Galactose-1-phosphate uridyl transferase, C-terminal domain,Galactose-1-phosphate uridyl transferase, N-terminal domain","Y",623082,"A",-0.114018012061322,"A","A","A"
"1056","g7391",2.17428203365853,5.77605283366607,5.26141382042422,1.00229238832417e-05,0.000177954355953502,"scaffold_730",3086,NA,"A0A195FI94","Tudor domain","Y",69816,"A",-0.0277220788633591,"A","A","A"
"1057","g9774",9.65632939732412,-0.662510483000787,5.2742098474673,1.01616450829021e-05,0.000180246625978553,"scaffold_47",305,NA,NA,NA,"N",1504070,"A",-0.0490009644108124,"A","A","A"
"1058","g18670",5.62202470661742,-0.812657882923889,5.25430682217038,1.02456464850353e-05,0.000181564863844921,"scaffold_45",4419,"COPIA_DROME","J9KJ72","gag-polypeptide of LTR copia-type,Reverse transcriptase (RNA-dependent DNA polymerase),GAG-pre-integrase domain,Integrase core domain","Y",1519494,"A",-0.531056314899238,"A","A","A"
"1059","g9860",-2.94436244065049,1.3901934402797,-5.25004992044266,1.03178447129063e-05,0.000182671643552672,"scaffold_423",2813,NA,NA,NA,"N",294159,"B3",-0.269610913910345,"B.loose","A","A"
"1060","g5134",-3.12658978287637,2.12207109992246,-5.24870992780769,1.03532662001583e-05,0.000182970660773194,"scaffold_174",913,NA,NA,"Low-density lipoprotein receptor domain class A","Y",804455,"A",-0.125551513901746,"A","A","A"
"1061","g17214",-4.42108438434156,-4.32935338018569,-5.24891758901197,1.03542520177268e-05,0.000182970660773194,"scaffold_57",377,NA,NA,NA,"N",1361687,"A",-0.000589508814948349,"A","A","A"
"1062","g8990",1.81770331824482,5.72307868384326,5.24694349728417,1.03999068437502e-05,0.000183604381745266,"scaffold_175",1316,NA,"A0A3Q0J5Z2","Uncharacterized protein conserved in bacteria (DUF2236)","Y",803851,"A",-0.0137197844202969,"A","A","A"
"1063","g2885",-2.13057090028968,5.77474993946292,-5.24578803884915,1.04306188110534e-05,0.000183973350976896,"scaffold_89",661,"GSTT1_MANSE","A0A139WLM6","Glutathione S-transferase, C-terminal domain,Glutathione S-transferase, N-terminal domain","Y",1205502,"A",0.0230417379473991,"A","A","A"
"1064","g14392",-3.66096520510888,-1.09779190619052,-5.24481155885383,1.04576641720486e-05,0.000184277016505395,"scaffold_24",593,"ATRX_PANTR","A0A2J7R8S4","Cysteine Rich ADD domain","Y",1928806,"A",-0.0748349104953836,"A","A","A"
"1065","g17033",-2.58695179888053,1.12671712474297,-5.24429961227658,1.04703216887344e-05,0.000184326818161579,"scaffold_142",1494,"ESTE_MYZPE","J9K056","Carboxylesterase family","Y",914383,"A",-0.0352154492806603,"A","A","A"
"1066","g7175",3.87865015504224,-3.78468243243839,5.24240161472791,1.05230872301829e-05,0.000185081953544745,"scaffold_17",4073,NA,"A0A226EUF5","Pao retrotransposon peptidase,Putative peptidase (DUF1758),Protein of unknown function (DUF1759)","Y",2133015,"A",-0.178589466439256,"A","A","A"
"1067","g16326",4.25709715551083,-3.53691507548014,5.23878940289696,1.06234820466453e-05,0.000186672600649066,"scaffold_612",2042,NA,NA,NA,"N",135418,"A",-0.196929127570904,"A","A","A"
"1068","g4997",-2.85592352041723,2.97738778098183,-5.23763162761396,1.06500679027945e-05,0.000186964534746718,"scaffold_176",2988,"ESTE_MYZPE","A0A195EV77","Carboxylesterase family","Y",803147,"A",-0.0447752342410804,"A","A","A"
"1069","g18386",-2.61158820976448,1.17556104581961,-5.2297736705465,1.08658277765271e-05,0.000190573811957069,"scaffold_566",2132,NA,NA,NA,"N",178974,"A",-0.510031502324946,"A","A","A"
"1070","g17868",3.45555574012881,3.65080206134641,5.22907592697802,1.08857388459047e-05,0.000190744595908286,"scaffold_146",949,"CP4G1_DROME","J9K6X1","Cytochrome P450","Y",897096,"A",-0.0883573310697607,"A","A","A"
"1071","g16252",5.68057746662902,1.57753049967616,5.23015007847246,1.09008762584074e-05,0.000190831492968141,"scaffold_629",994,NA,NA,NA,"N",125041,"A",-0.640069285233671,"A","A","A"
"1072","g21847",1.84072412153125,5.52486647553382,5.22715954342053,1.09385799518094e-05,0.000191312906265369,"scaffold_365",1730,"E2AK1_MACFA","R4FP87","Protein kinase domain","Y",368373,"A",0.131069315082453,"A","A","A"
"1073","g1324",-4.81136307446859,3.54228584603991,-5.22254030715104,1.1082914296067e-05,0.000193604368247573,"scaffold_69",1942,NA,"D6WEX8","Predicted AAA-ATPase","Y",1296325,"A",0.352042127029813,"A","A","A"
"1074","g534",-2.22767958635241,0.128074079151563,-5.22176624532522,1.10902496932046e-05,0.000193604368247573,"scaffold_262",1554,NA,NA,"DNA/RNA non-specific endonuclease","Y",520221,"A",-0.020481898363209,"A","A","A"
"1075","g14546",2.39457561176851,4.57165114126902,5.21554960189772,1.12677073580495e-05,0.000196519297912624,"scaffold_145",3326,NA,NA,"Transactive response DNA-binding protein N-terminal domain","Y",902093,"A",-0.0130968128434556,"A","A","A"
"1076","g5131",1.46826767667663,7.57378401281538,5.21495285665238,1.12848901929553e-05,0.000196636065267397,"scaffold_466",2168,"SRPK1_PONAB","A0A087ZZL2","Protein kinase domain","Y",249531,"A",-0.379739548906369,"A","A","A"
"1077","g5671",8.22802564087418,-3.19550582664343,5.22368903435987,1.13360381689157e-05,0.000197343899376973,"scaffold_555",2120,NA,"A0A2P8ZLW3","Transposase IS4","Y",186860,"A",-0.278888280960369,"A","A","A"
"1078","g16071",4.99402207076818,2.47116577653316,5.20743481854067,1.15240199470171e-05,0.000200430287557165,"scaffold_315",1078,NA,NA,NA,"N",422866,"A",-0.830092772561815,"A","A","A"
"1079","g11249",-2.6551041830125,6.96513543402441,-5.20170267386233,1.16733439231525e-05,0.000202839226334742,"scaffold_4",1711,"CP4C1_BLADI","K4JQ86","Cytochrome P450","Y",3039205,"A",-0.119725207294507,"A","A","A"
"1080","g5421",2.62695794047274,1.89691877790283,5.19815192707478,1.17797072162749e-05,0.000204313936844607,"scaffold_195",2050,NA,"E0VHD6",NA,"Y",708106,"A",-0.0067264693768096,"A","A","A"
"1081","g3741",-2.89525176965846,2.54102965585406,-5.19787910193783,1.17879619306681e-05,0.000204313936844607,"scaffold_190",1403,"JHAMT_DROME","A0A139WJN5","Methyltransferase domain","Y",741964,"A",-0.217068471701338,"A","A","A"
"1082","g3908",3.86386064508752,-0.950935407201639,5.197847203332,1.17910503657906e-05,0.000204313936844607,"scaffold_104",653,NA,NA,NA,"N",1087456,"A",0.2166346540954,"A","A","A"
"1083","g19872",-2.87229521546035,-0.802052857422266,-5.19741956960146,1.1801802421607e-05,0.000204313936844607,"scaffold_210",1344,NA,NA,NA,"N",669642,"A",0.279343453766203,"A","A","A"
"1084","g4999",-3.60809481857095,1.31290727107603,-5.19655172009748,1.18289828013992e-05,0.000204595570612023,"scaffold_176",1829,"DHGL_DROPS","A0A2J7PXQ0","GMC oxidoreductase","Y",803147,"A",-0.0447752342410804,"A","A","A"
