"","gene","logFC","AveExpr","t","P.Value","adj.P.Val","seq","gene_len","blast","diamond","interpro","anno","length","b.status.final","cov.04v13","b.status","b.status.asn","b.status.kmer"
"127","g23373",3.97458979856683,1.86254872616515,4.12435966213465,0.000185470909988828,0.0191065609416513,"scaffold_470",2003,NA,NA,"Sugar (and other) transporter","Y",246332,"A",-0.027164292,"A","A","A"
"128","g1574",2.79231242046517,0.0246346491591159,4.09185055640699,0.000201362859335732,0.0204073094577602,"scaffold_206",717,NA,NA,NA,"N",683232,"A",-0.050669785,"A","A","A"
"129","g18670",3.87151157412459,-0.812657882923889,4.07498350073312,0.000210396043637939,0.0210947348779022,"scaffold_45",4419,"COPIA_DROME","J9KJ72","gag-polypeptide of LTR copia-type,Reverse transcriptase (RNA-dependent DNA polymerase),GAG-pre-integrase domain,Integrase core domain","Y",1519494,"A",-0.531056148,"A","A","A"
"130","g1752",3.63406205753289,-0.448238643365444,4.06187362268215,0.000217485167847851,0.0216895181488263,"scaffold_1732",1061,NA,NA,"gag-polypeptide of LTR copia-type,Zinc knuckle","Y",9831,"A",0.882163023,"A","A","A"
"131","g12716",3.16883301977068,-1.63818403907726,4.05527789219441,0.00022110352511008,0.0219337036629042,"scaffold_316",2313,NA,"A0A3M7R5S4","Predicted AAA-ATPase","Y",419495,"A",0.251171087,"A","A","A"
"132","g15418",3.11770281836501,0.905740470073292,4.0517584882972,0.000223095731722484,0.0220148519687624,"scaffold_133",786,NA,NA,"Eukaryotic-type carbonic anhydrase","Y",943319,"A",0.10865628,"A","A","A"
"133","g3496",1.98006095690966,6.68621024474254,4.03536209679653,0.000232614192007093,0.0227150181559426,"scaffold_10",1679,"PPBT_CHICK","A0A2J7PHL4","Alkaline phosphatase","Y",2776264,"A",-0.506933192,"A","A","A"
"134","g23452",2.58995285446258,-2.82299828905852,4.02233823846189,0.000240476530765338,0.0233611112710846,"scaffold_48",607,NA,"A0A194R3B5",NA,"Y",1470363,"A",0.232023323,"A","A","A"
"135","g4642",3.73549791442298,0.50597649092762,4.01663068179187,0.000244154162338637,0.0235961154107582,"scaffold_659",835,NA,NA,NA,"N",103558,"A",0.132090404,"A","A","A"
"136","g9571",2.19024510703846,3.59252316888387,3.97212362660579,0.00027332032219497,0.0261453200042525,"scaffold_343",306,NA,NA,NA,"N",389428,"A",0.031920982,"A","A","A"
"137","g3672",5.04178982320428,-1.12937793201321,3.96360853460811,0.000281187125883243,0.0264923488602257,"scaffold_269",2508,NA,"A0A0J7N0T9",NA,"Y",511711,"A",-0.171084975,"A","A","A"
"138","g1218",3.65647480781317,-2.92829912239306,3.94420920603241,0.000293623167443165,0.0273739616435979,"scaffold_704",713,NA,NA,NA,"N",80440,"A",0.015820793,"A","A","A"
"139","g21055",4.05850253098239,-2.06666828230081,3.94381812002042,0.000294176946546111,0.0273739616435979,"scaffold_1221",748,NA,NA,"gag-polypeptide of LTR copia-type","Y",17992,"A",-1.537302311,"A","A","A"
"140","g5036",3.84860913555652,1.10230758701633,3.93085182537469,0.000303888108433576,0.0280669859360646,"scaffold_155",1207,NA,"A0A1I8Q2R1","Ecdysteroid kinase","Y",863585,"A",0.17527447,"A","A","A"
"141","g14861",3.0175113974192,-4.87078852156689,3.92794778390301,0.000305874750802923,0.0281119887392353,"scaffold_33",2292,"CMTR2_MOUSE","A0A2P8ZED2","FtsJ-like methyltransferase","Y",1685622,"A",0.059508469,"A","A","A"
"142","g7175",2.98104653326654,-3.78468243243839,3.92554219630733,0.00030774938329326,0.0281463082310504,"scaffold_17",4073,NA,"A0A226EUF5","Pao retrotransposon peptidase,Putative peptidase (DUF1758),Protein of unknown function (DUF1759)","Y",2133015,"A",-0.17858936,"A","A","A"
"143","g8509",2.08185000313224,-0.168873082081897,3.91337227554806,0.000317405915849986,0.028888560758599,"scaffold_1336",496,NA,NA,NA,"N",15836,"A",0.906134198,"A","A","A"
"144","g872",3.82112471988057,-1.31607570762429,3.90797170490157,0.000322087630371695,0.0290704166881317,"scaffold_158",2129,"RT07_DROME","A0A067QQP8","Ribosomal protein S7p/S5e,MULE transposase domain,Zinc finger, C2H2 type","Y",859120,"A",-0.331860321,"A","A","A"
"145","g5181",4.23836406468163,-3.23483521153132,3.90795943847673,0.00032250502272822,0.0290704166881317,"scaffold_504",1548,NA,NA,NA,"N",220088,"A",0.432675202,"A","A","A"
"146","g18767",4.07971724457305,-0.801246645139713,3.89952353881091,0.000329313793293768,0.0294456290472829,"scaffold_114",377,NA,NA,NA,"N",1045659,"A",-0.645627953,"A","A","A"
"147","g20162",2.90580495870519,3.81551373959772,3.87782562800515,0.000347426973293285,0.0307259826522443,"scaffold_333",2314,"NB5R2_MOUSE","A0A194Q8Y9","Oxidoreductase NAD-binding domain,Predicted AAA-ATPase,Oxidoreductase FAD-binding domain","Y",396600,"A",0.218473314,"A","A","A"
"148","g16123",4.34107370589205,-0.692219958436095,3.8732840766813,0.000352406263165952,0.0310200236060959,"scaffold_484",5004,NA,NA,NA,"N",238483,"A",0.232654672,"A","A","A"
"149","g22024",3.78901871186764,-0.563349937214737,3.84104129595208,0.000381763649984123,0.0328334251080382,"scaffold_124",1430,"COPIA_DROME","A0A182H8F8","Reverse transcriptase (RNA-dependent DNA polymerase)","Y",971564,"A",-0.484528007,"A","A","A"
"150","g6828",2.42803744555541,-1.71379681089788,3.82545171038846,0.000396782009558797,0.0339408383461377,"scaffold_81",1985,NA,"A0A1U8N8I4","Domain of unknown function (DUF4371),hAT family C-terminal dimerisation region","Y",1225220,"A",0.215128866,"A","A","A"
"151","g650",4.13935170557853,-2.80069304603721,3.80489488785455,0.000418872434361165,0.0353758525758445,"scaffold_132",1073,NA,NA,NA,"N",944065,"A",0.057402153,"A","A","A"
"152","g349",3.33109851953891,-2.51670755094446,3.7914533324434,0.0004325826381394,0.036369918755496,"scaffold_42",3909,NA,"A0A0J7N890","Protein of unknown function (DUF1759),Putative peptidase (DUF1758),Pao retrotransposon peptidase","Y",1571520,"A",-0.296514865,"A","A","A"
"153","g507",6.59394187134293,-0.714225527089011,3.79689007463202,0.000439723771517152,0.0368052722864959,"scaffold_816",601,NA,NA,"ERAP1-like C-terminal domain","Y",42994,"B3",0.238502031,"B.loose","A","A"
"154","g6396",2.07449919451984,1.70857942718317,3.77518181918181,0.000450635263439615,0.03753337317031,"scaffold_63",2350,NA,"A0A261D9Z1","Predicted AAA-ATPase","Y",1338047,"A",-0.37864336,"A","A","A"
"155","g16189",3.64450520386779,0.995244330336436,3.77390308993247,0.000452426387353462,0.03753337317031,"scaffold_54",972,"LST_PHOPY","A0A232F7D1","Sulfotransferase domain","Y",1412569,"A",0.132418539,"A","A","A"
"156","g8749",2.24803244312229,-1.80631114267244,3.75947215472136,0.000468894079025667,0.0387174409518634,"scaffold_194",721,NA,NA,NA,"N",708625,"A",0.044440522,"A","A","A"
"157","g13773",3.40755838642841,-4.87293026890124,3.75799420386393,0.000470829192864945,0.0387174409518634,"scaffold_1833",1288,NA,"K7JKD4","Haemolysin E (HlyE)","Y",8794,"A",-4.414532157,"A","A","A"
"158","g927",2.43731101774119,-1.19141088260236,3.75177882384143,0.000478100175376666,0.0391145367070255,"scaffold_1031",2372,NA,NA,NA,"N",23702,"A",-0.164885387,"A","A","A"
"159","g20142",7.132680878886,0.246509616589722,3.74826074024888,0.000503456394925325,0.0404932930814248,"scaffold_333",1440,NA,"J9JL93","DDE superfamily endonuclease,Helix-turn-helix of DDE superfamily endonuclease,THAP domain","Y",396600,"A",0.218473314,"A","A","A"
"160","g11943",3.27782248221078,-3.86174578042138,3.7297779822423,0.000505546564311571,0.0404932930814248,"scaffold_1237",694,NA,"K7JKD1",NA,"Y",17712,"A",-0.740931792,"A","A","A"
"161","g11901",3.9364556492367,-0.316379226498264,3.71260837482795,0.000528641133946626,0.0419978500862936,"scaffold_74",2167,NA,NA,NA,"N",1279699,"A",-0.154455218,"A","A","A"
"162","g4227",3.90607344303608,-1.6908493177288,3.70802768786949,0.000534734463967824,0.0423026855060452,"scaffold_28",1483,"YELL_DROSU","A0A1S3CYU3","Major royal jelly protein","Y",1812903,"A",0.061554665,"A","A","A"
"163","g23118",4.98395139927521,-1.43064128939403,3.69741656243502,0.000553162698039165,0.0435766698551946,"scaffold_222",2823,NA,NA,NA,"N",636692,"A",-0.053496703,"A","A","A"
"164","g4217",2.99369373334607,-4.76198513373584,3.68996797721017,0.000558836446735685,0.0436184510774062,"scaffold_28",2205,NA,"X1WKG5","Protein of unknown function (DUF 659),hAT family C-terminal dimerisation region","Y",1812903,"A",0.061554665,"A","A","A"
"165","g20161",2.69569396246047,1.13814830493365,3.68117859488757,0.000571303181484848,0.044261832023386,"scaffold_333",658,NA,NA,"FKBP-type peptidyl-prolyl cis-trans isomerase","Y",396600,"A",0.218473314,"A","A","A"
"166","g22184",2.35121478176572,-1.06164575918095,3.63630964724715,0.000639544931261536,0.048593873642623,"scaffold_11",1573,NA,"D2CG63","Predicted AAA-ATPase","Y",2599874,"A",0.009435509,"A","A","A"
"167","g22019",3.52966717844007,-2.08963242982973,3.63625512074064,0.000640071518482732,0.048593873642623,"scaffold_124",3066,NA,NA,NA,"N",971564,"A",-0.484528007,"A","A","A"
"168","g88",4.35160397901763,-1.39737174807168,3.63747940201571,0.000640177438248861,0.048593873642623,"scaffold_360",1055,NA,NA,NA,"N",372701,"B3",1.186245557,"A","A","B"
