gene	logFC	AveExpr	t	P.Value	adj.P.Val	de	seq.x	b.status.final	gene_len	seq.y	blast	diamond	pfam_acc	pfam_descr	ipr_acc	ipr_descr	GO	anno
g5312	5.24742156920732	-3.63740546818274	9.80499994854723	1.75267177975976e-10	1.97898552332124e-07	BM up	scaffold_1578	A	879	scaffold_1578	NA	NA	PF13843	Transposase IS4	IPR029526	PiggyBac transposable element-derived protein	NA	Y
g1373	5.23098019546276	4.15683323208467	4.97282944764614	1.91849218989642e-05	0.00113827206521773	BM up	scaffold_69	A	2497	scaffold_69	BBS4_HUMAN	J9K409	PF13181	Tetratricopeptide repeat	IPR019734	Tetratricopeptide repeat	GO:0005515	Y
g5316	5.22137868658136	3.38137730959807	4.82254338512252	2.85714606537296e-05	0.00155943204885281	BM up	scaffold_613	A	737	scaffold_613	NA	NA	PF00335	Tetraspanin family	IPR018499	Tetraspanin/Peripherin	GO:0016021	Y
g17869	5.17777614939421	2.20529339775149	6.94706271944764	1.19264817775492e-07	5.01078650681871e-05	BM up	scaffold_146	A	949	scaffold_146	C4G15_DROME	J9K6X1	PF00067	Cytochrome P450	IPR001128	Cytochrome P450	GO:0005506;GO:0016705;GO:0020037;GO:0055114	Y
g4602	5.14227347367506	-0.878802301813508	5.27089017447892	8.71028144647423e-06	0.000634515905693563	BM up	scaffold_857	A	518	scaffold_857	NA	NA	PF00089	Trypsin	IPR001254	Serine proteases, trypsin domain	GO:0004252;GO:0006508	Y
g13064	5.12881903793161	3.65966292332942	4.92120062544867	2.1938949388522e-05	0.00126629092540907	BM up	scaffold_13	A	1374	scaffold_13	NA	NA	PF12937	F-box-like	IPR001810	F-box domain	GO:0005515	Y
g21569	5.09889205243731	2.15804051036036	4.72133914470773	3.72510466322711e-05	0.0018745888815003	BM up	scaffold_171	A	1181	scaffold_171	TBB_ONCGI	A0A1D2MR49	PF03953;PF00091	Tubulin C-terminal domain; Tubulin/FtsZ family, GTPase domain	IPR018316;IPR003008	Tubulin/FtsZ, 2-layer sandwich domain; Tubulin/FtsZ, GTPase domain	GO:0003924	Y
g13000	5.09789642623515	5.01548419503267	4.17914069442757	0.000157212563256853	0.00578452579999656	BM up	scaffold_579	A	2294	scaffold_579	PFKA_DROME	A0A026WQT5	PF00365	Phosphofructokinase	IPR000023	Phosphofructokinase domain	GO:0003872;GO:0006096	Y
g20686	5.09117049848601	-1.53913852124519	5.00598868399005	1.75096661778424e-05	0.00107230382769119	BM up	scaffold_131	A	2058	scaffold_131	NA	NA	PF00057;PF00089	Low-density lipoprotein receptor domain class A; Trypsin	IPR002172;IPR001254	Low-density lipoprotein (LDL) receptor class A repeat; Serine proteases, trypsin domain	GO:0005515;GO:0004252;GO:0006508	Y
g18488	5.07796526027481	2.36258211146545	5.20118196188215	1.04513919100987e-05	0.000729014850377773	BM up	scaffold_273	A	872	scaffold_273	NA	NA	PF00194	Eukaryotic-type carbonic anhydrase	IPR001148	Alpha carbonic anhydrase domain	NA	Y
g8642	5.07028749069876	2.65535409187599	4.70652766403646	3.87142204974774e-05	0.00193182043385541	BM up	scaffold_87	A	521	scaffold_87	NA	A0A067QXX6	PF01694	Rhomboid family	IPR022764	Peptidase S54, rhomboid domain	GO:0004252;GO:0016021	Y
g20489	5.06836088081333	4.13745351154288	4.59229271401868	5.24337417653686e-05	0.00246043630839779	BM up	scaffold_288	A	798	scaffold_288	NA	NA	PF12906	RING-variant domain	IPR011016	Zinc finger, RING-CH-type	GO:0008270	Y
g8766	5.05739325538132	2.38521247135101	4.82544969068067	2.8226295752739e-05	0.00155168076276498	BM up	scaffold_194	A	509	scaffold_194	NA	NA	PF00011	Hsp20/alpha crystallin family	IPR002068	Alpha crystallin/Hsp20 domain	NA	Y
g17144	5.03797595960192	5.51789627806418	3.66916816194697	0.000602043423134526	0.0163673781632035	BM up	scaffold_57	A	1652	scaffold_57	POLO_DROME	Q2M0V5	PF00659;PF00069	POLO box duplicated region; Protein kinase domain	IPR000959;IPR000719	POLO box domain; Protein kinase domain	GO:0005515;GO:0004672;GO:0005524;GO:0006468	Y
g14839	5.02170753055015	0.87610989133706	4.65758179048957	4.40271012320558e-05	0.00214971246177925	BM up	scaffold_361	A	671	scaffold_361	NA	NA	PF00188	Cysteine-rich secretory protein family	IPR014044	CAP domain	NA	Y
g5096	4.97592167957047	1.47804844630816	4.89418266771558	2.34749998121338e-05	0.00133785282841012	BM up	scaffold_300	A	910	scaffold_300	RGN_XENLA,RGN_RAT	A0A0N1I833	PF08450	SMP-30/Gluconolactonase/LRE-like region	IPR013658	SMP-30/Gluconolactonase/LRE-like region	NA	Y
g12637	4.97499236637195	2.90946322858063	4.58663572518405	5.30833603378096e-05	0.00248446628980018	BM up	scaffold_116	A	4763	scaffold_116	ABCA3_HUMAN	A0A2J7RIF3	PF00005;PF12698	ABC transporter; ABC-2 family transporter protein	IPR003439	ABC transporter-like	GO:0005524;GO:0016887	Y
g12638	4.97483734461464	1.47243770598947	4.89827749029694	2.3221064753466e-05	0.00132756884758265	BM up	scaffold_116	A	4615	scaffold_116	ABCA3_MOUSE,ABCA3_HUMAN	A0A2J7RIF3	PF00005;PF12698	ABC transporter; ABC-2 family transporter protein	IPR003439	ABC transporter-like	GO:0005524;GO:0016887	Y
g18525	4.9700812010033	2.74119560772499	4.54837114753778	5.87523183045678e-05	0.00267918727828053	BM up	scaffold_273	A	1480	scaffold_273	NA	NA	PF00194	Eukaryotic-type carbonic anhydrase	IPR001148	Alpha carbonic anhydrase domain	NA	Y
g21131	4.96636912674074	0.0120794171930357	5.33222268569487	7.38369138938746e-06	0.000570778107310201	BM up	scaffold_341	A	1617	scaffold_341	MAL1_DROVI	A0A482WPG2	PF00128	Alpha amylase, catalytic domain	IPR006047	Glycosyl hydrolase, family 13, catalytic domain	GO:0003824;GO:0005975	Y
g4851	4.93718564291286	3.0594199735344	3.88332623452922	0.000341615873975737	0.0105497989388815	BM up	scaffold_304	A	915	scaffold_304	NA	NA	PF00089	Trypsin	IPR001254	Serine proteases, trypsin domain	GO:0004252;GO:0006508	Y
g12930	4.93190813923871	2.53823340260874	4.37145155430334	9.38676819519873e-05	0.00391642850379816	BM up	scaffold_83	A	1676	scaffold_83	ZNT9_DANRE	T1I1C7	PF01545	Cation efflux family	IPR002524	Cation efflux protein	GO:0006812;GO:0008324;GO:0016021;GO:0055085	Y
g2809	4.91931711424899	-2.19439990934987	4.97687775313648	1.88325045903686e-05	0.00112782610090975	BM up	scaffold_817	A	281	scaffold_817	NA	NA	PF16093	Proteasome assembly chaperone 4	IPR032157	Proteasome assembly chaperone 4	GO:0043248	Y
g21835	4.90435283037242	3.88039105657708	4.73408936503894	3.58211644823802e-05	0.00181782347623225	BM up	scaffold_365	A	1005	scaffold_365	TBB_COPC7	A0A261BY45	PF00091	Tubulin/FtsZ family, GTPase domain	IPR003008	Tubulin/FtsZ, GTPase domain	GO:0003924	Y
g21055	4.8983588633232	-2.06661202867163	7.15058999177498	7.20918670268202e-08	3.25602917426633e-05	BM up	scaffold_1221	A	748	scaffold_1221	NA	NA	PF14223	gag-polypeptide of LTR copia-type	NA	NA	NA	Y
g6143	4.89520056297408	2.04011590626538	4.53941708138016	6.00352267662306e-05	0.00271828673373113	BM up	scaffold_5	A	619	scaffold_5	NA	NA	PF00335	Tetraspanin family	IPR018499	Tetraspanin/Peripherin	GO:0016021	Y
g6162	4.87374759825055	1.04344994997733	4.7542914438544	3.3924969848574e-05	0.00174612109767617	BM up	scaffold_5	A	989	scaffold_5	NA	NA	PF00089	Trypsin	IPR001254	Serine proteases, trypsin domain	GO:0004252;GO:0006508	Y
g2460	4.85301416935083	-0.426650616882655	4.60841524309064	4.99293180925851e-05	0.00234901838713709	BM up	scaffold_49	A	604	scaffold_49	KAD1_MOUSE	D6WJX7	PF00406	Adenylate kinase	NA	NA	NA	Y
g3567	4.84793485367954	3.00828416689826	4.72419217728274	3.6719370870261e-05	0.00185818530572026	BM up	scaffold_10	A	309	scaffold_10	GLRX2_MOUSE	NA	PF00462	Glutaredoxin	IPR002109	Glutaredoxin	GO:0009055;GO:0015035;GO:0045454	Y
g18652	4.79075901882512	4.56594564001391	4.4895616270134	6.83223956546643e-05	0.00304017832486986	BM up	scaffold_45	A	1064	scaffold_45	AK1A1_HUMAN	C4WSB5	PF00248	Aldo/keto reductase family	IPR023210	NADP-dependent oxidoreductase domain	NA	Y
g13898	4.78371307232636	2.04249917701276	4.70262240263971	3.88160532209407e-05	0.00193182043385541	BM up	scaffold_118	A	2416	scaffold_118	SNAK_DROME	A0A084VW04	PF00089	Trypsin	IPR001254	Serine proteases, trypsin domain	GO:0004252;GO:0006508	Y
g9583	4.77396543113735	4.74369862295593	4.28924785100739	0.000116156584331869	0.00463241689302329	BM up	scaffold_343	A	1166	scaffold_343	NA	A0A2P8YCN5	NA	NA	NA	NA	NA	Y
g23616	4.76926815345227	-1.61018562536274	3.75547653110915	0.000474834558040047	0.0137694400089109	BM up	scaffold_161	A	332	scaffold_161	NA	NA	PF13412	Winged helix-turn-helix DNA-binding	NA	NA	NA	Y
g11622	4.7144763721136	4.19959253021049	4.42250183232203	8.14429731031804e-05	0.0035199730911054	BM up	scaffold_903	A	512	scaffold_903	NA	NA	PF13202	EF hand	IPR002048	EF-hand domain	GO:0005509	Y
g19949	4.71327160058768	1.55851743179499	5.76989911213269	2.34295968574622e-06	0.000407934204344533	BM up	scaffold_236	A	1568	scaffold_236	NA	A0A2P8XIJ0	PF13843	Transposase IS4	IPR029526	PiggyBac transposable element-derived protein	NA	Y
g4848	4.71181802177474	1.78497126492319	4.26723000907047	0.000122894137477607	0.00482683815503929	BM up	scaffold_304	A	918	scaffold_304	NA	NA	PF00089	Trypsin	IPR001254	Serine proteases, trypsin domain	GO:0004252;GO:0006508	Y
g1752	4.70865238777163	-0.448182389736268	7.72472158439059	1.80777269561916e-08	1.16640076853771e-05	BM up	scaffold_1732	A	1061	scaffold_1732	NA	NA	PF14223;PF00098	gag-polypeptide of LTR copia-type; Zinc knuckle	IPR001878	Zinc finger, CCHC-type	GO:0003676;GO:0008270	Y
g19089	4.69761376959799	2.17118903168306	3.99633214043605	0.000251368521302548	0.00825677037427605	BM up	scaffold_38	A	1573	scaffold_38	NA	J9JWU1	PF07690;PF00083	Major Facilitator Superfamily; Sugar (and other) transporter	IPR011701;IPR005828	Major facilitator superfamily; Major facilitator,  sugar transporter-like	GO:0016021;GO:0055085;GO:0022857	Y
g18233	4.6727891873018	-2.61257547929675	5.37829534319162	6.50439266800425e-06	0.000531712026878574	BM up	scaffold_78	A	2754	scaffold_78	NA	A0A1I8MK77	PF04937;PF05699;PF02892	Protein of unknown function (DUF 659); hAT family C-terminal dimerisation region; BED zinc finger	IPR007021;IPR008906;IPR003656	Domain of unknown function DUF659; HAT, C-terminal dimerisation domain; Zinc finger, BED-type	GO:0046983;GO:0003677	Y
g1592	4.66288622988478	-3.02399627179101	7.20807039149813	6.25062510828462e-08	3.04746472760528e-05	BM up	scaffold_824	A	1212	scaffold_824	NA	NA	PF05585	Putative peptidase (DUF1758)	IPR008737	Peptidase aspartic, putative	NA	Y
g1245	4.63754542210964	0.0649330898909849	4.45257112136413	7.50379280945628e-05	0.00328240970691615	BM up	scaffold_742	A	2320	scaffold_742	ABCA3_MOUSE	J9K9B5	PF00005;PF12698	ABC transporter; ABC-2 family transporter protein	IPR003439	ABC transporter-like	GO:0005524;GO:0016887	Y
g4849	4.60641451988517	0.806511507263863	4.37142912819926	9.29573477076813e-05	0.00390957688246512	BM up	scaffold_304	A	714	scaffold_304	NA	NA	PF00089	Trypsin	IPR001254	Serine proteases, trypsin domain	GO:0004252;GO:0006508	Y
g17387	4.6009621053619	3.98578435769549	4.4961826281557	6.67788847449104e-05	0.00297883291802852	BM up	scaffold_523	A	990	scaffold_523	TBB_THAWE	A0A2T7NJ17	PF00091;PF03953	Tubulin/FtsZ family, GTPase domain; Tubulin C-terminal domain	IPR003008;IPR018316	Tubulin/FtsZ, GTPase domain; Tubulin/FtsZ, 2-layer sandwich domain	GO:0003924	Y
g3441	4.59366554754106	-0.0938597818008652	4.76617113494996	3.26452216371926e-05	0.00170453345114891	BM up	scaffold_10	A	1397	scaffold_10	FACR1_DROME	J9K7D4	PF07993;PF03015	Male sterility protein; Male sterility protein	IPR013120;IPR033640	Male sterility, NAD-binding; Fatty acyl-CoA reductase, C-terminal	NA	Y
g12210	4.56999544294433	-1.45492324598203	7.55475424904215	2.70563743228877e-08	1.57530996206639e-05	BM up	scaffold_449	A	1160	scaffold_449	NA	Q8A7P0	PF09820	Predicted AAA-ATPase	IPR018631	AAA-ATPase-like domain	NA	Y
g21024	4.56187371877332	-0.408243025194078	4.12415078011575	0.000178572565920752	0.00638830094242436	BM up	scaffold_61	A	723	scaffold_61	NA	NA	PF01027	Inhibitor of apoptosis-promoting Bax1	IPR006214	Bax inhibitor 1-related	NA	Y
g5311	4.55069245175493	-3.70139176995056	6.07208814983205	1.07192250338672e-06	0.000259390697724716	BM up	scaffold_1578	A	1420	scaffold_1578	NA	A0A087T137	PF13843	Transposase IS4	IPR029526	PiggyBac transposable element-derived protein	NA	Y
g13900	4.53265074539499	1.15389669872322	4.8199736618157	2.82710433496505e-05	0.00155168076276498	BM up	scaffold_118	A	536	scaffold_118	NA	NA	PF00089	Trypsin	IPR001254	Serine proteases, trypsin domain	GO:0004252;GO:0006508	Y
g4631	4.51785893158283	1.24517882258387	4.78701432716447	3.08380096526016e-05	0.00163796546778817	BM up	scaffold_383	A	1222	scaffold_383	NA	A0A158NY85	NA	NA	NA	NA	NA	Y
g10961	4.49188308701044	-2.4094238712389	4.48417791278061	6.87371389436976e-05	0.00305111830996767	BM up	scaffold_1	A	2194	scaffold_1	NA	X1XR80	PF10551;PF15299	MULE transposase domain; Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 8	IPR018289;IPR029309	MULE transposase domain; Calcium-responsive transcription factor	NA	Y
g20141	4.4814126496433	-0.0678064334893338	3.5766701270639	0.000748210528644446	0.0195052978506357	BM up	scaffold_333	A	1511	scaffold_333	NA	J9L6S7	PF09588	YqaJ-like viral recombinase domain	IPR019080	YqaJ viral recombinase	NA	Y
g4501	4.47679901875827	5.59278387284781	3.15858384708939	0.00219125649019941	0.0451393839816905	BM up	scaffold_467	A	1164	scaffold_467	NA	A0A026WF78	NA	NA	NA	NA	NA	Y
g15126	4.45021951170374	5.90148039227252	3.3189286076052	0.00145337610570429	0.0325853184210427	BM up	scaffold_76	A	835	scaffold_76	NA	NA	PF06585	Haemolymph juvenile hormone binding protein (JHBP)	IPR010562	Haemolymph juvenile hormone binding	NA	Y
g8005	4.44824977846039	5.67880730029094	3.49347838551845	0.000926969525497959	0.0232269506902166	BM up	scaffold_212	A	995	scaffold_212	NA	R7UQH7	PF00134	Cyclin, N-terminal domain	IPR006671	Cyclin, N-terminal	NA	Y
g10575	4.42558657388958	2.68336199428086	4.96510808142014	1.92169257108052e-05	0.00113827206521773	BM up	scaffold_32	A	1117	scaffold_32	CGL2_CAEEL	A0A0N4VN31	PF01053	Cys/Met metabolism PLP-dependent enzyme	IPR000277	Cys/Met metabolism, pyridoxal phosphate-dependent enzyme	GO:0030170	Y
g12757	4.41490342041506	-1.34209784244645	4.57906970664522	5.33568050038555e-05	0.00249081147080014	BM up	scaffold_372	A	578	scaffold_372	NA	NA	PF00089	Trypsin	IPR001254	Serine proteases, trypsin domain	GO:0004252;GO:0006508	Y
g17867	4.40742152325512	2.74484147322028	4.50506384560615	6.48969748330687e-05	0.00291986812806178	BM up	scaffold_146	A	955	scaffold_146	CP4X1_RAT	J9K6X1	PF00067	Cytochrome P450	IPR001128	Cytochrome P450	GO:0005506;GO:0016705;GO:0020037;GO:0055114	Y
g10090	4.3556130045625	1.23354903942208	4.10935173302998	0.000184480874220725	0.00656069187730632	BM up	scaffold_130	A	927	scaffold_130	NA	NA	PF00445	Ribonuclease T2 family	IPR001568	Ribonuclease T2-like	GO:0003723;GO:0033897	Y
g13990	4.32898128182659	-1.7726799673303	3.82200917846464	0.000392219482216613	0.011770493630773	BM up	scaffold_39	A	2181	scaffold_39	NA	J9LG75	PF03184	DDE superfamily endonuclease	IPR004875	DDE superfamily endonuclease domain	GO:0003676	Y
g21025	4.32551931652828	-0.965680554304977	4.01248933466702	0.000237873327027046	0.00791421643843576	BM up	scaffold_61	A	723	scaffold_61	NA	NA	PF01027	Inhibitor of apoptosis-promoting Bax1	IPR006214	Bax inhibitor 1-related	NA	Y
g23417	4.31098049944146	-2.34020125996964	3.92893229492955	0.000296152935953415	0.00937005068464869	BM up	scaffold_364	A	839	scaffold_364	NA	NA	PF01336	OB-fold nucleic acid binding domain	IPR004365	OB-fold nucleic acid binding domain, AA-tRNA synthetase-type	GO:0003676	Y
g10300	4.29106454007317	4.58638875379835	4.2542491684458	0.000125616208570942	0.00489670749107947	BM up	scaffold_652	A	702	scaffold_652	NA	NA	PF00011	Hsp20/alpha crystallin family	IPR002068	Alpha crystallin/Hsp20 domain	NA	Y
g18518	4.28098362107229	3.57869528130211	4.54867956583823	5.76430360691129e-05	0.00265657931026682	BM up	scaffold_273	A	762	scaffold_273	NA	NA	PF00194	Eukaryotic-type carbonic anhydrase	IPR001148	Alpha carbonic anhydrase domain	NA	Y
g20142	4.27263423615841	0.246565870218898	3.18207610894942	0.00204263713342915	0.042909630758757	BM up	scaffold_333	A	1440	scaffold_333	NA	J9JL93	PF13359;PF13613;PF05485	DDE superfamily endonuclease; Helix-turn-helix of DDE superfamily endonuclease; THAP domain	IPR027806;IPR027805;IPR006612	Harbinger transposase-derived nuclease domain; Transposase, Helix-turn-helix domain; THAP-type zinc finger	GO:0003676	Y
g21783	4.26151291190833	2.65693009710339	4.04077658302847	0.00022036551290455	0.0074552871837708	BM up	scaffold_9	A	476	scaffold_9	ALR_MOUSE	A0A087ZV16	PF04777	Erv1 / Alr family	IPR017905	ERV/ALR sulfhydryl oxidase domain	GO:0016972;GO:0055114	Y
g10122	4.2498749700662	0.634020659950668	4.55438626714981	5.67381855939679e-05	0.00262828733574519	BM up	scaffold_130	A	749	scaffold_130	NA	NA	PF00188	Cysteine-rich secretory protein family	IPR014044	CAP domain	NA	Y
g13531	4.24390080706644	-1.64086704185584	4.36565078498098	9.34632324832199e-05	0.00391642850379816	BM up	scaffold_266	A	886	scaffold_266	NA	NA	PF05485	THAP domain	IPR006612	THAP-type zinc finger	GO:0003676	Y
g22699	4.23868858520316	4.29349244939707	4.26415250583959	0.000122198186623743	0.00482683815503929	BM up	scaffold_6	A	559	scaffold_6	NA	NA	PF01042	Endoribonuclease L-PSP	IPR006175	YjgF/YER057c/UK114 family	NA	Y
g21273	4.22900190331677	2.06697040156934	4.80440432828115	2.92707866698916e-05	0.00158325159274929	BM up	scaffold_43	A	571	scaffold_43	NA	NA	PF00790	VHS domain	IPR002014	VHS domain	GO:0006886	Y
g9559	4.21524743798843	-1.8491276075226	3.41308510413867	0.00112886579398518	0.0267990662735035	BM up	scaffold_335	A	640	scaffold_335	NA	NA	PF00135	Carboxylesterase family	IPR002018	Carboxylesterase, type B	NA	Y
g6148	4.20385192729187	2.67872819020436	3.83698219441479	0.000375495190562706	0.0114203638261041	BM up	scaffold_5	A	1307	scaffold_5	NA	NA	PF00335	Tetraspanin family	IPR018499	Tetraspanin/Peripherin	GO:0016021	Y
g1246	4.15253003106994	1.6919860729633	3.93778353997158	0.000287860472529692	0.00912366192407267	BM up	scaffold_742	A	2615	scaffold_742	ABCA3_MOUSE	A0A2J7RIF3	PF00005;PF12698	ABC transporter; ABC-2 family transporter protein	IPR003439	ABC transporter-like	GO:0005524;GO:0016887	Y
g8178	4.14994357320219	1.33055422055595	4.20115920109563	0.000143955839310668	0.00540687358209258	BM up	scaffold_66	A	1461	scaffold_66	FGT1_CAEEL	A0A026WW63	PF00083	Sugar (and other) transporter	IPR005828	Major facilitator,  sugar transporter-like	GO:0016021;GO:0022857;GO:0055085	Y
g6179	4.12281009067947	-1.78574062395901	4.26082170052139	0.000122901890364114	0.00482683815503929	BM up	scaffold_5	A	2816	scaffold_5	COPIA_DROME	A0A0J7KI47	PF14223;PF13976	gag-polypeptide of LTR copia-type; GAG-pre-integrase domain	IPR025724	GAG-pre-integrase domain	NA	Y
g6218	4.11643164945626	-1.62008186591386	4.13109112035315	0.000172994456069731	0.00622573275568878	BM up	scaffold_1877	A	1155	scaffold_1877	ABCA3_MOUSE	X1WJ06	PF00005	ABC transporter	IPR003439	ABC transporter-like	GO:0005524;GO:0016887	Y
g18497	4.10299698420915	-0.319413759157324	3.30262400320778	0.00149050402643613	0.0331618789921123	BM up	scaffold_273	A	891	scaffold_273	NA	NA	PF00194	Eukaryotic-type carbonic anhydrase	IPR001148	Alpha carbonic anhydrase domain	NA	Y
g3146	4.10059177024837	5.05902902301399	3.79000255102425	0.000423047616228021	0.0125291446471728	BM up	scaffold_338	A	944	scaffold_338	PP1A_RAT,PP1B_DROME	A0A0R3TXS7	PF00149	Calcineurin-like phosphoesterase	IPR004843	Calcineurin-like phosphoesterase domain, ApaH type	GO:0016787	Y
g6036	4.10024792633827	2.06516897372275	4.87983650636251	2.39234911306323e-05	0.00135912512819498	BM up	scaffold_656	A	501	scaffold_656	NA	NA	PF00385;PF01393	Chromo (CHRromatin Organisation MOdifier) domain; Chromo shadow domain	IPR023780;IPR008251	Chromo domain; Chromo shadow domain	GO:0005634	Y
g13257	4.08680169663496	-2.1259437691691	3.39558516096618	0.00117410176464528	0.0276655183651974	BM up	scaffold_455	A	367	scaffold_455	NA	NA	PF11410	Antifungal peptide	IPR024206	Gurmarin/antimicrobial peptide	NA	Y
g15699	4.06596714924173	1.39649688303812	3.51883322867887	0.000854264448640909	0.0218290544966714	BM up	scaffold_493	A	973	scaffold_493	B3GT1_PONPY	A0A232EQ35	PF01762	Galactosyltransferase	IPR002659	Glycosyl transferase, family 31	GO:0006486;GO:0008378;GO:0016020	Y
g23373	4.05289152582956	1.86260497979433	7.68000472601425	2.00077580732385e-08	1.205692122924e-05	BM up	scaffold_470	A	2003	scaffold_470	NA	NA	PF00083	Sugar (and other) transporter	IPR005828	Major facilitator,  sugar transporter-like	GO:0016021;GO:0022857;GO:0055085	Y
g6827	4.04070576520714	-0.430590323195283	3.62941917778877	0.000641093001549648	0.0170574170338674	BM up	scaffold_81	A	685	scaffold_81	NA	NA	PF01027	Inhibitor of apoptosis-promoting Bax1	IPR006214	Bax inhibitor 1-related	NA	Y
g18516	4.0183379590152	-2.27238253202747	4.00206368838353	0.000242195532998863	0.00802844862230728	BM up	scaffold_273	A	953	scaffold_273	NA	NA	PF00194	Eukaryotic-type carbonic anhydrase	IPR001148	Alpha carbonic anhydrase domain	NA	Y
g21937	4.00788748732668	4.51891590166579	3.48891657805825	0.000920608844559911	0.0231620693257475	BM up	scaffold_22	A	744	scaffold_22	NA	A0A482WTM5	PF06585	Haemolymph juvenile hormone binding protein (JHBP)	IPR010562	Haemolymph juvenile hormone binding	NA	Y
g19033	3.9985744457468	0.461639777254552	3.81912767613169	0.000390748737355784	0.0117458680350576	BM up	scaffold_682	A	2258	scaffold_682	ABCA3_MOUSE	A0A2P8YJD6	PF12698;PF00005	ABC-2 family transporter protein; ABC transporter	IPR003439	ABC transporter-like	GO:0005524;GO:0016887	Y
g3640	3.9839830581304	-2.5789647032675	3.84787643756844	0.000362316235832225	0.0110942459602457	BM up	scaffold_200	A	1335	scaffold_200	NA	NA	PF00069	Protein kinase domain	IPR000719	Protein kinase domain	GO:0004672;GO:0005524;GO:0006468	Y
g7375	3.97978876655014	-3.60005401466376	5.96938267823729	1.3865666788713e-06	0.000321150174621654	BM up	scaffold_774	A	1181	scaffold_774	NA	NA	PF02949	7tm Odorant receptor	IPR004117	Olfactory receptor, insect	GO:0004984;GO:0005549;GO:0007608;GO:0016020	Y
g12813	3.95551954204941	1.24725175061852	3.80593666479644	0.000403873246078169	0.0120601224192532	BM up	scaffold_99	A	987	scaffold_99	TBA_LYTPI	A0A3Q7QWR0	PF00091	Tubulin/FtsZ family, GTPase domain	IPR003008	Tubulin/FtsZ, GTPase domain	GO:0003924	Y
g18768	3.95318441316681	-0.220906890958372	4.24808803195276	0.0001265658092586	0.00489715008393429	BM up	scaffold_114	A	1142	scaffold_114	NA	A0A2P8ZLW3	PF13843	Transposase IS4	IPR029526	PiggyBac transposable element-derived protein	NA	Y
g13899	3.94765262277919	0.145527148273297	3.64819391412662	0.000608568994306166	0.0165081192959988	BM up	scaffold_118	A	731	scaffold_118	NA	NA	PF00089	Trypsin	IPR001254	Serine proteases, trypsin domain	GO:0004252;GO:0006508	Y
g11463	3.9339557309657	2.83627254275321	3.88465267471719	0.000328604014389298	0.0102531262935355	BM up	scaffold_355	A	5223	scaffold_355	FAS_MOUSE	J9K3D3	PF00975;PF00109;PF14765;PF00698;PF08659;PF00550;PF13602	Thioesterase domain; Beta-ketoacyl synthase, N-terminal domain; Polyketide synthase dehydratase; Acyl transferase domain; KR domain; Phosphopantetheine attachment site; Zinc-binding dehydrogenase	IPR001031;IPR014030;IPR020807;IPR014043;IPR013968;IPR009081	Thioesterase; Beta-ketoacyl synthase, N-terminal; Polyketide synthase, dehydratase domain; Acyl transferase; Polyketide synthase, ketoreductase domain; Phosphopantetheine binding ACP domain	GO:0009058;GO:0016788	Y
g8800	3.87730000695761	-3.5137871879995	5.54153757765948	4.19562624137454e-06	0.000445863535677028	BM up	scaffold_177	A	1080	scaffold_177	COPIA_DROME	A0A0R3Q7J1	NA	NA	NA	NA	NA	Y
g7873	3.86481065791031	0.874059080002333	3.75960661946914	0.000454368538460732	0.013323275536179	BM up	scaffold_46	A	678	scaffold_46	NA	NA	PF00089	Trypsin	IPR001254	Serine proteases, trypsin domain	GO:0004252;GO:0006508	Y
g7795	3.85973080335506	-0.455745124781928	3.94170193601544	0.000282434880360522	0.00903091778512069	BM up	scaffold_138	A	1160	scaffold_138	NR2E1_MOUSE	A0A482XBY8	PF00104;PF00105	Ligand-binding domain of nuclear hormone receptor; Zinc finger, C4 type (two domains)	IPR000536;IPR001628	Nuclear hormone receptor, ligand-binding domain; Zinc finger, nuclear hormone receptor-type	GO:0003700;GO:0005634;GO:0006355;GO:0008270;GO:0043565	Y
g7620	3.84558555272502	1.30078051993757	3.48411953255274	0.000926101752323967	0.0232269506902166	BM up	scaffold_663	A	891	scaffold_663	PLS2_BOVIN	T1IB30	PF03803	Scramblase	IPR005552	Scramblase	GO:0017121;GO:0017128	Y
g20018	3.8393877435578	4.01640625208197	5.91940412164506	1.57497422713184e-06	0.000338731956992426	BM up	scaffold_894	A	643	scaffold_894	TCPA_DROME	A0A2J7QHG0	PF00118	TCP-1/cpn60 chaperonin family	IPR002423	Chaperonin Cpn60/TCP-1 family	GO:0005524	Y
g12755	3.8382508667041	-0.511582229317629	3.56954377493564	0.000742975898070711	0.01939682452969	BM up	scaffold_372	A	490	scaffold_372	NA	NA	PF00089	Trypsin	IPR001254	Serine proteases, trypsin domain	GO:0004252;GO:0006508	Y
g7490	3.83537612121282	0.840732299992832	5.18698251821054	1.06088906087268e-05	0.000735654095659146	BM up	scaffold_16	A	1535	scaffold_16	NA	X1WQI9	PF00096;PF14529	Zinc finger, C2H2 type; Endonuclease-reverse transcriptase	IPR013087;IPR005135	Zinc finger C2H2-type; Endonuclease/exonuclease/phosphatase	GO:0003676	Y
g12700	3.82866900715534	1.87033947214173	3.75799045246212	0.00045576133517982	0.013323275536179	BM up	scaffold_1692	A	306	scaffold_1692	NA	NA	PF01209	ubiE/COQ5 methyltransferase family	IPR004033	UbiE/COQ5 methyltransferase	GO:0008168	Y
